"汉字","读音","第二读音","第三读音","第四读音","ID"
"绠","geng",,,,5153
"绡","xiao",,,,5154
"绫","ling",,,,5156
"绮","qi",,,,5157
"绯","fei",,,,5158
"绱","shang",,,,5159
"绲","gun",,,,5160
"绶","shou",,,,5162
"绺","liu",,,,5163
"绻","quan",,,,5164
"绾","wan",,,,5165
"缁","zi",,,,5166
"缃","xiang",,,,5168
"缇","ti",,,,5169
"缈","miao",,,,5170
"缋","hui",,,,5171
"缌","si",,,,5172
"缑","gou",,,,5174
"缒","zhui",,,,5175
"缗","min",,,,5176
"缙","jin",,,,5177
"缜","zhen",,,,5178
"缛","ru",,,,5179
"缡","li",,,,5181
"缢","yi",,,,5182
"缣","jian",,,,5183
"缤","bin",,,,5184
"缥","piao",,,,5185
"缧","lei",,,,5187
"缪","miao","mou","miu",,5188
"缬","xie",,,,5190
"缭","liao",,,,5191
"缯","zeng",,,,5192
"缰","jiang",,,,5193
"缱","qian",,,,5194
"缳","huan",,,,5196
"缵","zuan",,,,5197
"幺","yao",,,,5198
"畿","ji",,,,5199
"甾","zai",,,,5200
"邕","yong",,,,5201
"玑","ji",,,,5203
"玮","wei",,,,5204
"玢","bin",,,,5205
"玟","min",,,,5206
"珏","jue",,,,5207
"珑","long",,,,5209
"玷","dian",,,,5210
"玳","dai",,,,5211
"珀","po",,,,5212
"珉","min",,,,5213
"珥","er",,,,5215
"珙","gong",,,,5216
"顼","xu",,,,5217
"琊","ya",,,,5218
"珩","heng",,,,5219
"珞","luo",,,,5221
"玺","xi",,,,5222
"珲","hui","hun",,,5223
"琏","lian",,,,5224
"琪","qi",,,,5225
"瑛","ying",,,,5226
"琥","hu",,,,5228
"琨","kun",,,,5229
"琰","yan",,,,5230
"琮","cong",,,,5231
"琛","chen",,,,5233
"琚","ju",,,,5234
"瑁","mao",,,,5235
"瑜","yu",,,,5236
"瑗","yuan",,,,5237
"瑕","xia",,,,5238
"瑷","ai",,,,5240
"瑭","tang",,,,5241
"瑾","jin",,,,5242
"璜","huang",,,,5243
"璎","ying",,,,5244
"璁","cong",,,,5246
"璇","xuan",,,,5247
"璋","zhang",,,,5248
"璞","pu",,,,5249
"璨","can",,,,5250
"璐","lu",,,,5252
"璧","bi",,,,5253
"瓒","zan",,,,5254
"璺","wen",,,,5255
"韪","wei",,,,5256
"韬","tao",,,,5258
"杌","wu",,,,5259
"杓","shao",,,,5260
"杞","qi",,,,5261
"杈","cha",,,,5262
"枥","li",,,,5264
"枇","pi",,,,5265
"杪","miao",,,,5266
"杳","yao",,,,5267
"枘","rui",,,,5268
"杵","chu",,,,5270
"枨","cheng",,,,5271
"枞","cong",,,,5272
"枭","xiao",,,,5273
"枋","fang",,,,5274
"杷","pa",,,,5275
"柰","nai",,,,5277
"栉","zhi",,,,5278
"柘","zhe",,,,5279
"栊","long",,,,5280
"柩","jiu",,,,5281
"栌","lu",,,,5283
"柙","xia",,,,5284
"枵","xiao",,,,5285
"柚","you",,,,5286
"枳","zhi",,,,5287
"柝","tuo",,,,5288
"柃","ling",,,,5290
"枸","gou","ju",,,5291
"柢","di",,,,5292
"栎","li","yue",,,5293
"柁","tuo",,,,5294
"栲","kao",,,,5296
"栳","lao",,,,5297
"桠","ya",,,,5298
"桡","rao",,,,5299
"桎","zhi",,,,5300
"桢","zhen",,,,5301
"桤","qi",,,,5303
"梃","ting",,,,5304
"栝","gua",,,,5305
"桕","jiu",,,,5306
"桦","hua",,,,5307
"桁","heng",,,,5308
"桀","jie",,,,5310
"栾","luan",,,,5311
"桊","juan",,,,5312
"桉","an",,,,5313
"栩","xu",,,,5314
"梵","fan",,,,5315
"梏","gu",,,,5316
"桷","jue",,,,5318
"梓","zi",,,,5319
"桫","suo",,,,5320
"棂","ling",,,,5321
"楮","chu",,,,5322
"椟","du",,,,5324
"椠","qian",,,,5325
"棹","zhao",,,,5326
"椤","luo",,,,5327
"棰","chui",,,,5328
"椁","guo",,,,5330
"楗","jian",,,,5331
"棣","di",,,,5332
"椐","ju",,,,5333
"楱","cou",,,,5334
"椹","zhen","shen",,,5335
"楠","nan",,,,5336
"楂","cha","zha",,,5337
"楝","lian",,,,5338
"榄","lan",,,,5339
"楫","ji",,,,5340
"榘","ju",,,,5342
"楸","qiu",,,,5343
"椴","duan",,,,5344
"槌","chui",,,,5345
"榇","chen",,,,5346
"槎","cha",,,,5348
"榉","ju",,,,5349
"楦","xuan",,,,5350
"楣","mei",,,,5351
"楹","ying",,,,5352
"榧","fei",,,,5354
"榻","ta",,,,5355
"榫","sun",,,,5356
"榭","xie",,,,5357
"槔","gao",,,,5358
"槁","gao",,,,5360
"槊","shuo",,,,5361
"槟","bin","bing",,,5362
"榕","rong",,,,5363
"槠","zhu",,,,5364
"榍","xie",,,,5365
"樯","qiang",,,,5367
"槭","qi",,,,5368
"樗","chu",,,,5369
"樘","tang",,,,5370
"橥","zhu",,,,5371
"橄","gan",,,,5373
"樾","yue",,,,5374
"檠","qing",,,,5375
"橐","tuo",,,,5376
"橛","jue",,,,5377
"檎","qin",,,,5379
"橹","lu",,,,5380
"樽","zun",,,,5381
"樨","xi",,,,5382
"橘","ju",,,,5383
"檑","lei",,,,5385
"檐","yan",,,,5386
"檩","lin",,,,5387
"檗","bo",,,,5388
"檫","cha",,,,5389
"猷","you",,,,5390
"殁","mo",,,,5392
"殂","cu",,,,5393
"殇","shang",,,,5394
"殄","tian",,,,5395
"殒","yun",,,,5396
"殍","piao",,,,5398
"殚","dan",,,,5399
"殛","ji",,,,5400
"殡","bin",,,,5401
"殪","yi",,,,5402
"轫","ren",,,,5403
"轱","gu",,,,5405
"轲","ke",,,,5406
"轳","lu",,,,5407
"轵","zhi",,,,5408
"轸","zhen",,,,5410
"轷","hu",,,,5411
"轹","li",,,,5412
"轺","yao",,,,5413
"轼","shi",,,,5414
"辁","quan",,,,5416
"辂","lu",,,,5417
"辄","zhe",,,,5418
"辇","nian",,,,5419
"辋","wang",,,,5420
"辎","zi",,,,5422
"辏","cou",,,,5423
"辘","lu",,,,5424
"辚","lin",,,,5425
"軎","wei",,,,5426
"戋","jian",,,,5427
"戛","jia",,,,5429
"戟","ji",,,,5430
"戢","ji",,,,5431
"戡","kan",,,,5432
"戥","deng",,,,5433
"戤","gai",,,,5434
"臧","zang",,,,5436
"瓯","ou",,,,5437
"瓴","ling",,,,5438
"瓿","bu",,,,5439
"甏","beng",,,,5440
"甑","zeng",,,,5441
"旮","ga",,,,5443
"旯","la",,,,5444
"旰","gan",,,,5445
"昊","hao",,,,5446
"杲","gao",,,,5448
"昃","ze",,,,5449
"昕","xin",,,,5450
"昀","yun",,,,5451
"炅","gui",,,,5452
"曷","he",,,,5453
"昴","mao",,,,5455
"昱","yu",,,,5456
"昶","chang",,,,5457
"昵","ni",,,,5458
"耆","qi",,,,5459
"晔","ye",,,,5461
"晁","chao",,,,5462
"晏","yan",,,,5463
"晖","hui",,,,5464
"晡","bu",,,,5465
"晗","han",,,,5466
"暄","xuan",,,,5468
"暌","kui",,,,5469
"暧","ai",,,,5470
"暝","ming",,,,5471
"暾","tun",,,,5472
"曜","yao",,,,5474
"曦","xi",,,,5475
"曩","nang",,,,5476
"贲","bi",,,,5477
"贳","shi",,,,5478
"贶","kuang",,,,5479
"贽","zhi",,,,5481
"赀","zi",,,,5482
"赅","gai",,,,5483
"赆","jin",,,,5484
"赉","lai",,,,5486
"赍","ji",,,,5488
"赕","dan",,,,5489
"赙","fu",,,,5490
"觇","chan",,,,5491
"觊","ji",,,,5492
"觋","xi",,,,5493
"觎","yu",,,,5495
"觏","gou",,,,5496
"觐","jin",,,,5497
"觑","qu",,,,5498
"犟","jiang",,,,5500
"牝","pin",,,,5501
"牦","mao",,,,5502
"牯","gu",,,,5503
"牾","wu",,,,5504
"牿","gu",,,,5505
"犋","ju",,,,5507
"犍","jian",,,,5508
"犏","pian",,,,5509
"犒","kao",,,,5510
"挈","qie",,,,5511
"掰","bai",,,,5513
"搿","ge",,,,5514
"擘","bo",,,,5515
"耄","mao",,,,5516
"毪","mu",,,,5517
"毳","cui",,,,5518
"毽","jian",,,,5519
"毵","san",,,,5520
"氅","chang",,,,5522
"氇","lu",,,,5523
"氆","pu",,,,5524
"氍","qu",,,,5525
"氕","pie",,,,5526
"氙","xian",,,,5528
"氚","chuan",,,,5529
"氡","dong",,,,5530
"氩","ya",,,,5531
"氤","yin",,,,5532
"氲","yun",,,,5534
"攵","fan","wen","pang",,5535
"敕","chi",,,,5536
"敫","jiao",,,,5537
"牍","du",,,,5538
"牖","you",,,,5540
"爰","yuan",,,,5541
"虢","guo",,,,5542
"刖","yue",,,,5543
"肟","wo",,,,5544
"肓","huang",,,,5546
"肼","jing",,,,5547
"朊","ruan",,,,5548
"肽","tai",,,,5549
"肱","gong",,,,5550
"肫","zhun",,,,5551
"肴","yao",,,,5553
"肷","qian","xu",,,5554
"胧","long",,,,5555
"胨","dong",,,,5556
"胩","ka",,,,5557
"胛","jia",,,,5559
"胂","shen",,,,5560
"胄","zhou",,,,5561
"胙","zuo",,,,5562
"胗","zhen",,,,5564
"朐","qu",,,,5565
"胝","zhi",,,,5566
"胫","jing",,,,5567
"胱","guang",,,,5568
"胴","dong",,,,5569
"脍","kuai",,,,5571
"脎","sa",,,,5572
"胲","hai",,,,5573
"胼","pian",,,,5574
"朕","zhen",,,,5575
"豚","tun",,,,5577
"脶","luo",,,,5578
"脞","cuo",,,,5579
"脬","pao",,,,5580
"脘","wan",,,,5581
"腈","jing",,,,5583
"腌","a","yan",,,5584
"腓","fei",,,,5585
"腴","yu",,,,5586
"腙","zong",,,,5587
"腱","jian",,,,5589
"腠","cou",,,,5590
"腩","nan",,,,5591
"腼","mian",,,,5592
"腽","wa",,,,5593
"腭","e",,,,5594
"塍","cheng",,,,5596
"媵","ying",,,,5597
"膈","ge",,,,5598
"膂","lv",,,,5599
"膑","bin",,,,5600
"膣","zhi",,,,5602
"膪","chuai",,,,5603
"臌","gu",,,,5604
"朦","meng",,,,5605
"臊","sao",,,,5606
"膻","shan",,,,5607
"膦","li",,,,5609
"欤","yu",,,,5610
"欷","xi",,,,5611
"欹","yi",,,,5612
"歃","sha",,,,5613
"歆","xin",,,,5614
"飑","biao",,,,5616
"飒","sa",,,,5617
"飓","ju",,,,5618
"飕","sou",,,,5619
"飙","biao",,,,5620
"飚","biao",,,,5621
"彀","gou",,,,5623
"毂","gu",,,,5624
"觳","hu",,,,5625
"斐","fei",,,,5626
"齑","ji",,,,5627
"於","yu",,,,5629
"旆","pei",,,,5630
"旄","mao",,,,5631
"旃","zhan",,,,5632
"旌","jing",,,,5633
"旎","ni",,,,5634
"旒","liu",,,,5635
"旖","yi",,,,5636
"炀","yang",,,,5637
"炜","wei",,,,5638
"炝","qiang",,,,5640
"炻","shi",,,,5641
"烀","hu",,,,5642
"炷","zhu",,,,5643
"炫","xuan",,,,5644
"烨","ye",,,,5646
"烊","yang",,,,5647
"焐","wu",,,,5648
"焓","han",,,,5649
"焖","men",,,,5650
"焱","yan",,,,5652
"煳","hu",,,,5653
"煜","yu",,,,5654
"煨","wei",,,,5655
"煅","duan",,,,5656
"煲","bao",,,,5657
"煸","bian",,,,5659
"煺","tui",,,,5660
"熘","liu",,,,5661
"熳","man",,,,5662
"熵","shang",,,,5663
"熨","yun","yu",,,5664
"燠","yu",,,,5666
"燔","fan",,,,5667
"燧","sui",,,,5668
"燹","xian",,,,5669
"爨","cuan",,,,5671
"焘","dao",,,,5672
"煦","xu",,,,5673
"熹","xi",,,,5674
"戾","li",,,,5675
"戽","hu",,,,5676
"扈","hu",,,,5678
"扉","fei",,,,5679
"礻","shi",,,,5680
"祀","si",,,,5681
"祆","xian",,,,5682
"祉","zhi",,,,5683
"祜","hu",,,,5685
"祓","fu",,,,5686
"祚","zuo",,,,5687
"祢","mi",,,,5688
"祗","di",,,,5689
"祯","zhen",,,,5691
"祧","tiao",,,,5692
"祺","qi",,,,5693
"禅","chan",,,,5694
"禚","zhuo",,,,5696
"禧","xi",,,,5697
"禳","rang",,,,5698
"忑","te",,,,5699
"忐","tan",,,,5700
"恝","jia",,,,5702
"恚","hui",,,,5703
"恧","nv",,,,5704
"恁","nen",,,,5705
"恙","yang",,,,5706
"悫","que",,,,5708
"愆","qian",,,,5709
"愍","min",,,,5710
"慝","te",,,,5711
"憩","qi",,,,5712
"懋","mao",,,,5714
"懑","men",,,,5715
"戆","gang",,,,5716
"聿","yu",,,,5717
"沓","ta","da",,,5718
"淼","miao",,,,5720
"矶","ji",,,,5721
"矸","gan",,,,5722
"砀","dang",,,,5723
"砉","hua",,,,5724
"砗","che",,,,5725
"砑","ya",,,,5727
"斫","zhuo",,,,5728
"砭","bian",,,,5729
"砜","feng",,,,5730
"砝","fa",,,,5731
"砺","li",,,,5733
"砻","long",,,,5734
"砟","zha",,,,5735
"砼","tong",,,,5736
"砥","di",,,,5737
"砣","tuo",,,,5739
"砩","fei",,,,5740
"硎","xing",,,,5741
"硭","mang",,,,5742
"硗","qiao",,,,5744
"砦","zhai",,,,5745
"硐","dong",,,,5746
"硇","nao",,,,5747
"硌","ge",,,,5748
"硪","wo",,,,5749
"碓","dui",,,,5751
"碚","bei",,,,5752
"碇","ding",,,,5753
"碜","chen",,,,5754
"碣","jie",,,,5756
"碲","di",,,,5757
"碹","xuan",,,,5758
"碥","bian",,,,5759
"磔","zhe",,,,5760
"磙","gun",,,,5761
"磬","qing",,,,5763
"磲","qu",,,,5764
"礅","dun",,,,5765
"磴","deng",,,,5766
"礓","jiang",,,,5767
"礤","ca",,,,5768
"礴","bo",,,,5770
"龛","kan",,,,5771
"黹","zhi",,,,5772
"黻","fu",,,,5773
"黼","fu",,,,5774
"盱","xu",,,,5775
"眍","kou",,,,5777
"盹","dun",,,,5778
"眇","miao",,,,5779
"眈","dan",,,,5780
"眚","sheng",,,,5781
"眙","yi",,,,5783
"眭","sui",,,,5784
"眵","chi",,,,5786
"眸","mou",,,,5787
"睐","lai",,,,5788
"睑","jian",,,,5789
"睇","di",,,,5790
"睚","ya",,,,5792
"睨","ni",,,,5793
"睢","sui",,,,5794
"睥","bi",,,,5795
"睿","rui",,,,5796
"睽","kui",,,,5798
"瞀","mao",,,,5799
"瞌","ke",,,,5800
"瞑","ming",,,,5801
"瞟","piao",,,,5802
"瞰","kan",,,,5804
"瞵","lin",,,,5805
"瞽","gu",,,,5806
"町","ding",,,,5807
"畀","bi",,,,5808
"畎","quan",,,,5809
"畈","fan",,,,5811
"畛","zhen",,,,5812
"畲","yu","she",,,5813
"畹","wan",,,,5814
"疃","tuan",,,,5815
"罘","fu",,,,5816
"罟","gu",,,,5818
"詈","li",,,,5819
"罨","yan",,,,5820
"罴","pi",,,,5821
"罱","lan",,,,5822
"罹","li",,,,5823
"罾","zeng",,,,5825
"盍","he",,,,5826
"盥","guan",,,,5827
"蠲","juan",,,,5828
"钆","ga",,,,5829
"钋","po",,,,5831
"钊","zhao",,,,5832
"钌","liao",,,,5833
"钍","tu",,,,5834
"钐","shan",,,,5836
"钔","men",,,,5837
"钗","chai",,,,5838
"钕","nv",,,,5839
"钚","bu",,,,5840
"钛","tai",,,,5841
"钜","ju",,,,5842
"钤","qian",,,,5844
"钫","fang",,,,5845
"钪","kang",,,,5846
"钭","dou",,,,5847
"钬","huo",,,,5848
"钰","yu",,,,5850
"钲","zheng",,,,5851
"钴","gu",,,,5852
"钶","ke",,,,5853
"钷","po",,,,5854
"钹","bo",,,,5856
"钺","yue",,,,5857
"钼","mu",,,,5858
"钽","tan",,,,5859
"铄","shuo",,,,5861
"铈","shi",,,,5862
"铉","xuan",,,,5863
"铊","ta",,,,5864
"铋","bi",,,,5865
"铌","ni",,,,5866
"铎","duo",,,,5868
"铐","kao",,,,5869
"铑","lao",,,,5870
"铒","er",,,,5871
"铕","you",,,,5872
"铗","jia",,,,5874
"铙","nao",,,,5875
"铘","ye",,,,5876
"铛","cheng","dang",,,5877
"铞","diao",,,,5878
"铟","yin",,,,5879
"铢","zhu",,,,5881
"铤","ting",,,,5882
"铥","diu",,,,5883
"铧","hua",,,,5884
"铨","quan",,,,5885
"铩","sha",,,,5887
"铫","yao",,,,5888
"铮","zheng",,,,5889
"铯","se",,,,5890
"铳","chong",,,,5891
"铵","an",,,,5893
"铷","ru",,,,5894
"铹","lao",,,,5895
"铼","lai",,,,5896
"铽","te",,,,5897
"铿","keng",,,,5898
"锂","li",,,,5900
"锆","gao",,,,5901
"锇","e",,,,5902
"锉","cuo",,,,5903
"锊","lue",,,,5904
"锍","liu",,,,5905
"锏","jian",,,,5907
"锒","liang",,,,5908
"锓","qin",,,,5909
"锔","ju",,,,5910
"锕","a",,,,5911
"锘","nuo",,,,5913
"锛","ben",,,,5914
"锝","de",,,,5915
"锞","ke",,,,5916
"锟","kun",,,,5917
"锢","gu",,,,5918
"锫","pei",,,,5920
"锩","juan",,,,5921
"锬","tan",,,,5922
"锱","zi",,,,5923
"锲","qie",,,,5924
"锶","si",,,,5926
"锷","e",,,,5927
"锸","cha",,,,5928
"锼","sou",,,,5929
"锾","huan",,,,5930
"锿","ai",,,,5931
"锵","qiang",,,,5933
"镄","fei",,,,5934
"镅","mei",,,,5935
"镆","mo",,,,5936
"镉","ge",,,,5937
"镌","juan",,,,5938
"镎","na",,,,5939
"镒","yi",,,,5941
"镓","jia",,,,5942
"镔","bin",,,,5943
"镖","biao",,,,5944
"镗","tang",,,,5945
"镘","man",,,,5946
"镛","yong",,,,5948
"镞","zu",,,,5949
"镟","xuan",,,,5950
"镝","di",,,,5951
"镡","xin",,,,5952
"镤","pu",,,,5954
"镥","lu",,,,5955
"镦","dui",,,,5956
"镧","lan",,,,5957
"镨","pu",,,,5958
"镪","qiang",,,,5960
"镫","deng",,,,5961
"镬","huo",,,,5962
"镯","zhuo",,,,5963
"镱","yi",,,,5964
"镲","cha",,,,5965
"锺","zhong",,,,5967
"矧","shen",,,,5968
"矬","cuo",,,,5969
"雉","zhi",,,,5970
"秕","bi",,,,5971
"秭","zi",,,,5972
"秫","shu",,,,5974
"稆","lv",,,,5975
"嵇","ji",,,,5976
"稃","fu",,,,5977
"稞","ke",,,,5979
"稔","ren",,,,5980
"稹","zhen",,,,5981
"稷","ji",,,,5982
"穑","se",,,,5983
"黏","nian",,,,5984
"穰","rang",,,,5986
"皈","gui",,,,5987
"皎","jiao",,,,5988
"皓","hao",,,,5989
"皙","xi",,,,5990
"瓞","die",,,,5992
"瓠","hu",,,,5993
"甬","yong",,,,5994
"鸠","jiu",,,,5995
"鸢","yuan",,,,5996
"鸩","zhen",,,,5998
"鸪","gu",,,,5999
"鸫","dong",,,,6000
"鸬","lu",,,,6001
"鸲","qu",,,,6002
"鸶","si",,,,6004
"鸸","er",,,,6005
"鸷","zhi",,,,6006
"鸹","gua",,,,6007
"鸺","xiu",,,,6008
"鹁","bo",,,,6010
"鹂","li",,,,6011
"鹄","gu","hu",,,6012
"鹆","yu",,,,6013
"鹇","xian",,,,6014
"鹈","ti",,,,6015
"鹋","miao",,,,6017
"鹌","an",,,,6018
"鹎","bei",,,,6019
"鹑","chun",,,,6020
"鹕","hu",,,,6021
"鹚","ci",,,,6023
"鹛","mei",,,,6024
"鹜","wu",,,,6025
"鹞","yao",,,,6026
"鹦","ying",,,,6028
"鹧","zhe",,,,6029
"鹨","liu",,,,6030
"鹩","liao",,,,6031
"鹪","jiao",,,,6032
"鹫","jiu",,,,6033
"鹱","hu",,,,6035
"鹭","lu",,,,6036
"鹳","guan",,,,6037
"疔","ding",,,,6038
"疠","li",,,,6040
"疝","shan",,,,6041
"疬","li",,,,6042
"疣","you",,,,6043
"疳","gan",,,,6044
"疴","ke",,,,6045
"痄","zha",,,,6047
"疱","pao",,,,6048
"疰","zhu",,,,6049
"痃","xuan",,,,6050
"痂","jia",,,,6051
"痍","yi",,,,6053
"痣","zhi",,,,6054
"痨","lao",,,,6055
"痦","wu",,,,6056
"痤","cuo",,,,6057
"痧","sha",,,,6059
"瘃","zhu",,,,6060
"痱","fei",,,,6061
"痼","gu",,,,6062
"痿","wei",,,,6063
"瘀","yu",,,,6065
"瘅","dan",,,,6066
"瘌","la",,,,6067
"瘗","yi",,,,6068
"瘊","hou",,,,6069
"瘘","lou",,,,6071
"瘕","jia",,,,6072
"瘙","sao",,,,6073
"瘛","chi",,,,6074
"瘼","mo",,,,6075
"瘢","ban",,,,6076
"瘠","ji",,,,6077
"瘭","biao",,,,6079
"瘰","luo",,,,6080
"瘿","ying",,,,6081
"瘵","zhai",,,,6082
"癃","long",,,,6083
"瘾","yin",,,,6084
"瘳","chou",,,,6085
"癞","lai",,,,6087
"癔","yi",,,,6088
"癖","pi",,,,6090
"癫","dian",,,,6091
"癯","qu",,,,6092
"翊","yi",,,,6093
"竦","song",,,,6094
"穸","xi",,,,6095
"窀","zhun",,,,6097
"窆","bian",,,,6098
"窈","yao",,,,6099
"窕","tiao",,,,6100
"窦","dou",,,,6101
"窠","ke",,,,6102
"窨","yin","xun",,,6104
"窭","ju",,,,6105
"窳","yu",,,,6106
"衩","cha",,,,6107
"衲","na",,,,6108
"衿","jin",,,,6110
"袂","mei",,,,6111
"袢","pan",,,,6112
"裆","dang",,,,6113
"袷","qia",,,,6114
"裉","ken",,,,6116
"裢","lian",,,,6117
"裎","cheng",,,,6118
"裣","lian",,,,6119
"裥","jian",,,,6120
"褚","chu",,,,6122
"裼","xi","ti",,,6123
"裨","bi",,,,6124
"裾","ju",,,,6125
"裰","duo",,,,6126
"褙","bei",,,,6128
"褓","bao",,,,6129
"褛","lv",,,,6130
"褊","bian",,,,6131
"褴","lan",,,,6132
"褶","zhe",,,,6134
"襁","qiang",,,,6135
"襦","ru",,,,6136
"襻","pan",,,,6137
"疋","pi",,,,6138
"皲","jun",,,,6140
"皴","cun",,,,6141
"矜","jin","guan","qin",,6142
"耒","lei",,,,6143
"耔","zi",,,,6144
"耜","si",,,,6146
"耠","huo",,,,6147
"耢","lao",,,,6148
"耥","tang",,,,6149
"耦","ou",,,,6150
"耧","lou",,,,6151
"耨","nou",,,,6153
"耱","mo",,,,6154
"耋","die",,,,6155
"耵","ding",,,,6156
"聃","dan",,,,6157
"聆","ling",,,,6158
"聒","guo",,,,6160
"聩","kui",,,,6161
"聱","ao",,,,6162
"覃","tan","qin",,,6163
"顸","han",,,,6164
"颀","qi",,,,6165
"颉","jie","xie",,,6167
"颌","ge","he",,,6168
"颍","ying",,,,6169
"颏","ke",,,,6170
"颔","han",,,,6171
"颚","e",,,,6172
"颞","nie",,,,6174
"颟","man",,,,6175
"颡","sang",,,,6176
"颢","hao",,,,6177
"颥","ru",,,,6178
"颦","pin",,,,6179
"虬","qiu",,,,6181
"虮","ji",,,,6182
"虿","chai",,,,6183
"虺","hui",,,,6184
"虼","ge",,,,6185
"虻","meng",,,,6186
"蚍","pi",,,,6188
"蚋","rui",,,,6189
"蚬","xian",,,,6190
"蚝","hao",,,,6191
"蚣","gong",,,,6193
"蚪","dou",,,,6194
"蚓","yin",,,,6195
"蚩","chi",,,,6196
"蚶","han",,,,6197
"蛄","gu",,,,6198
"蛎","li",,,,6200
"蚰","you",,,,6201
"蚺","ran",,,,6202
"蚱","zha",,,,6203
"蛉","ling",,,,6205
"蛏","cheng",,,,6206
"蚴","you",,,,6207
"蛩","qiong",,,,6208
"蛱","jia",,,,6209
"蛲","nao",,,,6210
"蛳","si",,,,6212
"蛐","qu",,,,6213
"蜓","ting",,,,6214
"蛞","kuo",,,,6215
"蛴","qi",,,,6216
"蛘","yang",,,,6218
"蛑","mou",,,,6219
"蜃","shen",,,,6220
"蜇","zhe",,,,6221
"蛸","xiao","shao",,,6222
"蜈","wu",,,,6223
"蜍","chu",,,,6225
"蜉","fu",,,,6226
"蜣","qiang",,,,6227
"蜻","qing",,,,6228
"蜥","xi",,,,6230
"蜮","yu",,,,6231
"蜚","fei",,,,6232
"蜾","guo",,,,6233
"蝈","guo",,,,6234
"蜱","pi",,,,6236
"蜷","quan",,,,6238
"蜿","wan",,,,6239
"螂","lang",,,,6240
"蜢","meng",,,,6241
"蝽","chun",,,,6242
"蝾","rong",,,,6243
"蝠","fu",,,,6245
"蝰","kui",,,,6246
"蝌","ke",,,,6247
"蝮","fu",,,,6248
"螋","sou",,,,6249
"蝣","you",,,,6251
"蝼","lou",,,,6252
"蝤","qiu","you",,,6253
"蝙","bian",,,,6254
"蝥","mao",,,,6255
"螯","ao",,,,6257
"螨","man",,,,6258
"蟒","mang",,,,6259
"蟆","ma",,,,6260
"螈","yuan",,,,6261
"螭","chi",,,,6263
"螗","tang",,,,6264
"螃","pang",,,,6265
"螫","shi","zhe",,,6266
"蟥","huang",,,,6267
"螵","piao",,,,6269
"螳","tang",,,,6270
"蟋","xi",,,,6271
"蟓","xiang",,,,6272
"螽","zhong",,,,6273
"蟀","shuai",,,,6275
"蟊","mao",,,,6276
"蟛","peng",,,,6277
"蟪","hui",,,,6278
"蟠","pan",,,,6279
"蟮","shan",,,,6280
"蠓","meng",,,,6282
"蟾","chan",,,,6283
"蠊","lian",,,,6284
"蠛","mie",,,,6285
"蠡","li",,,,6286
"蠹","du",,,,6287
"缶","fou",,,,6289
"罂","ying",,,,6290
"罄","qing",,,,6291
"罅","xia",,,,6292
"竺","zhu",,,,6294
"竽","yu",,,,6295
"笈","ji",,,,6296
"笃","du",,,,6297
"笄","ji",,,,6298
"笕","jian",,,,6299
"笫","zi",,,,6301
"笏","hu",,,,6302
"筇","qiong",,,,6303
"笸","po",,,,6304
"笪","da",,,,6305
"笮","zuo","ze",,,6307
"笱","gou",,,,6308
"笠","li",,,,6309
"笥","si",,,,6310
"笤","tiao",,,,6311
"笳","jia",,,,6312
"笾","bian",,,,6313
"筘","kou",,,,6315
"筚","bi",,,,6316
"筅","xian",,,,6317
"筵","yan",,,,6318
"筌","quan",,,,6319
"筠","yun","jun",,,6321
"筮","shi",,,,6322
"筻","gang",,,,6323
"筢","pa",,,,6324
"筲","shao",,,,6325
"筱","xiao",,,,6326
"箦","ze",,,,6328
"箧","qie",,,,6329
"箸","zhu",,,,6330
"箬","ruo",,,,6331
"箝","qian",,,,6332
"箨","tuo",,,,6333
"箪","dan",,,,6335
"箜","kong",,,,6336
"箢","yuan",,,,6337
"箫","xiao",,,,6338
"箴","zhen",,,,6339
"篁","huang",,,,6341
"篌","hou",,,,6342
"篝","gou",,,,6343
"篚","fei",,,,6344
"篥","li",,,,6345
"篪","chi",,,,6347
"簌","su",,,,6348
"篾","mie",,,,6349
"篼","dou",,,,6350
"簏","lu",,,,6351
"簋","gui",,,,6353
"簟","dian",,,,6354
"簪","zan",,,,6355
"簦","deng",,,,6356
"簸","bo",,,,6357
"籀","zhou",,,,6359
"臾","yu",,,,6360
"舁","yu",,,,6361
"舂","chong",,,,6362
"舄","xi",,,,6363
"臬","nie",,,,6364
"舡","chuan",,,,6366
"舢","shan",,,,6367
"舣","yi",,,,6368
"舭","bi",,,,6369
"舨","ban",,,,6371
"舫","fang",,,,6372
"舸","ge",,,,6373
"舻","lu",,,,6374
"舳","zhu",,,,6375
"舴","ze",,,,6376
"舾","xi",,,,6377
"艉","wei",,,,6379
"艋","meng",,,,6380
"艏","shou",,,,6381
"艚","cao",,,,6382
"艟","chong",,,,6383
"艨","meng",,,,6384
"衾","qin",,,,6385
"袅","niao",,,,6386
"裘","qiu",,,,6388
"裟","sha",,,,6389
"襞","bi",,,,6390
"羝","di",,,,6391
"羟","qiang",,,,6392
"羧","suo",,,,6393
"羰","tang",,,,6395
"羲","xi",,,,6396
"籼","xian",,,,6397
"敉","mi",,,,6398
"粑","ba",,,,6399
"粜","tiao",,,,6401
"粞","xi",,,,6402
"粢","zi",,,,6403
"粲","can",,,,6404
"粼","lin",,,,6405
